,MLP_Tran_loss,ANN_Tran_loss,Dual Q-Net_Tran_loss,MLP_Train_AAR,ANN_Train_AAR,Dual Q-Net_Train_AAR,MLP_Train_PAR,ANN_Train_PAR,Dual Q-Net_Train_PAR,MLP_Val_loss,ANN_Val_loss,Dual Q-Net_Val_loss,MLP_Val_AAR,ANN_Val_AAR,Dual Q-Net_Val_AAR,MLP_Val_PAR,ANN_Val_PAR,Dual Q-Net_Val_PAR
20,0.167,0.207,0.137,0.792,0.73,0.821,0.554,0.334,0.54,0.157,0.196,0.117,0.81,0.73,0.85,0.59,0.39,0.63
21,0.165,0.206,0.138,0.797,0.718,0.824,0.569,0.339,0.546,0.155,0.195,0.115,0.82,0.73,0.85,0.62,0.39,0.64
22,0.163,0.2,0.13,0.81,0.737,0.825,0.586,0.346,0.546,0.153,0.193,0.113,0.82,0.743,0.85,0.62,0.4,0.64
23,0.157,0.2,0.126,0.811,0.753,0.844,0.589,0.391,0.605,0.152,0.192,0.11,0.82,0.76,0.86,0.62,0.44,0.67
24,0.159,0.198,0.126,0.812,0.752,0.847,0.592,0.382,0.604,0.15,0.19,0.108,0.82,0.773,0.863,0.62,0.44,0.66
25,0.156,0.196,0.124,0.811,0.748,0.86,0.59,0.382,0.641,0.149,0.189,0.107,0.817,0.783,0.87,0.61,0.45,0.68
26,0.153,0.194,0.121,0.812,0.754,0.868,0.591,0.391,0.666,0.147,0.187,0.106,0.817,0.79,0.877,0.61,0.46,0.7
27,0.151,0.193,0.121,0.813,0.76,0.87,0.592,0.392,0.674,0.146,0.185,0.104,0.817,0.793,0.877,0.61,0.47,0.7
28,0.149,0.189,0.117,0.815,0.76,0.871,0.592,0.399,0.676,0.144,0.184,0.102,0.817,0.797,0.883,0.61,0.48,0.71
29,0.15,0.189,0.117,0.816,0.754,0.87,0.595,0.39,0.674,0.143,0.182,0.101,0.82,0.78,0.887,0.62,0.46,0.72
30,0.149,0.187,0.115,0.821,0.768,0.871,0.6,0.422,0.676,0.142,0.18,0.1,0.827,0.787,0.887,0.62,0.45,0.72
31,0.148,0.186,0.11,0.821,0.77,0.869,0.601,0.429,0.673,0.141,0.178,0.099,0.83,0.79,0.887,0.63,0.46,0.72
32,0.145,0.181,0.112,0.828,0.77,0.871,0.6,0.433,0.675,0.139,0.177,0.098,0.83,0.78,0.887,0.63,0.45,0.71
33,0.147,0.181,0.108,0.827,0.77,0.87,0.6,0.433,0.673,0.138,0.175,0.097,0.83,0.78,0.887,0.63,0.45,0.71
34,0.145,0.179,0.108,0.828,0.771,0.872,0.602,0.436,0.676,0.137,0.173,0.096,0.83,0.787,0.887,0.63,0.46,0.71
35,0.141,0.176,0.106,0.831,0.774,0.87,0.605,0.441,0.667,0.136,0.172,0.095,0.833,0.793,0.89,0.63,0.47,0.72
36,0.14,0.174,0.105,0.83,0.775,0.871,0.602,0.442,0.667,0.135,0.17,0.094,0.833,0.79,0.89,0.63,0.46,0.72
37,0.142,0.176,0.104,0.831,0.789,0.87,0.604,0.481,0.665,0.134,0.168,0.094,0.833,0.803,0.893,0.63,0.5,0.73
38,0.139,0.171,0.102,0.834,0.79,0.869,0.607,0.486,0.666,0.133,0.166,0.093,0.837,0.81,0.893,0.64,0.52,0.74
39,0.136,0.167,0.104,0.835,0.792,0.87,0.609,0.494,0.666,0.132,0.165,0.092,0.84,0.807,0.897,0.65,0.52,0.74
40,0.138,0.167,0.105,0.836,0.793,0.869,0.609,0.496,0.66,0.132,0.163,0.092,0.837,0.81,0.897,0.64,0.53,0.74
41,0.134,0.167,0.101,0.836,0.793,0.869,0.609,0.499,0.66,0.131,0.162,0.092,0.837,0.803,0.893,0.64,0.53,0.73
42,0.133,0.165,0.101,0.837,0.795,0.871,0.61,0.502,0.666,0.13,0.16,0.092,0.833,0.813,0.893,0.64,0.54,0.74
43,0.134,0.163,0.099,0.837,0.796,0.872,0.607,0.504,0.667,0.129,0.159,0.091,0.833,0.817,0.897,0.64,0.55,0.74
44,0.131,0.16,0.1,0.837,0.798,0.869,0.607,0.511,0.66,0.128,0.157,0.091,0.833,0.813,0.897,0.64,0.55,0.74
45,0.131,0.162,0.098,0.838,0.801,0.87,0.607,0.522,0.662,0.128,0.156,0.09,0.84,0.817,0.897,0.64,0.56,0.74
46,0.13,0.158,0.1,0.838,0.803,0.871,0.606,0.529,0.665,0.127,0.154,0.09,0.84,0.823,0.897,0.64,0.57,0.74
47,0.133,0.157,0.098,0.838,0.821,0.87,0.605,0.581,0.662,0.126,0.153,0.09,0.84,0.823,0.893,0.63,0.56,0.74
48,0.128,0.158,0.097,0.839,0.824,0.87,0.607,0.591,0.664,0.125,0.152,0.089,0.843,0.823,0.893,0.64,0.56,0.74
49,0.128,0.155,0.097,0.841,0.826,0.879,0.611,0.595,0.684,0.124,0.15,0.089,0.847,0.83,0.897,0.65,0.58,0.75
50,0.128,0.152,0.096,0.841,0.828,0.871,0.609,0.599,0.664,0.124,0.149,0.088,0.85,0.833,0.897,0.66,0.59,0.74
51,0.128,0.154,0.097,0.84,0.829,0.871,0.606,0.601,0.662,0.123,0.148,0.088,0.843,0.837,0.9,0.64,0.6,0.75
52,0.127,0.149,0.097,0.839,0.83,0.877,0.606,0.602,0.681,0.123,0.146,0.089,0.843,0.843,0.893,0.65,0.61,0.74
53,0.125,0.145,0.096,0.843,0.831,0.877,0.607,0.604,0.684,0.122,0.145,0.089,0.847,0.843,0.893,0.65,0.61,0.74
54,0.125,0.148,0.093,0.841,0.832,0.871,0.605,0.61,0.665,0.121,0.144,0.088,0.847,0.84,0.893,0.65,0.61,0.74
55,0.124,0.144,0.095,0.841,0.833,0.877,0.604,0.611,0.684,0.121,0.143,0.089,0.847,0.843,0.893,0.65,0.62,0.73
56,0.124,0.145,0.098,0.842,0.833,0.877,0.606,0.614,0.684,0.12,0.142,0.088,0.847,0.843,0.893,0.65,0.62,0.73
57,0.123,0.143,0.096,0.843,0.835,0.88,0.607,0.616,0.685,0.119,0.14,0.088,0.847,0.843,0.89,0.65,0.62,0.73
58,0.126,0.143,0.094,0.845,0.833,0.879,0.613,0.609,0.685,0.119,0.139,0.088,0.85,0.843,0.89,0.66,0.62,0.74
59,0.125,0.142,0.095,0.844,0.835,0.88,0.613,0.618,0.685,0.118,0.138,0.088,0.85,0.847,0.893,0.66,0.63,0.74
60,0.121,0.143,0.097,0.844,0.847,0.879,0.61,0.631,0.683,0.117,0.137,0.088,0.85,0.843,0.89,0.66,0.62,0.73
61,0.119,0.139,0.093,0.845,0.846,0.879,0.609,0.627,0.683,0.117,0.136,0.088,0.85,0.843,0.89,0.66,0.62,0.73
62,0.123,0.139,0.097,0.852,0.849,0.879,0.63,0.635,0.683,0.116,0.135,0.088,0.85,0.843,0.89,0.66,0.62,0.73
63,0.119,0.141,0.093,0.852,0.849,0.879,0.63,0.636,0.684,0.116,0.134,0.088,0.85,0.847,0.89,0.66,0.63,0.74
64,0.123,0.136,0.089,0.852,0.848,0.878,0.632,0.634,0.681,0.115,0.133,0.088,0.85,0.847,0.89,0.66,0.63,0.73
65,0.12,0.137,0.092,0.853,0.849,0.876,0.632,0.635,0.67,0.115,0.132,0.087,0.85,0.847,0.9,0.66,0.63,0.75
66,0.123,0.134,0.098,0.852,0.848,0.881,0.631,0.63,0.685,0.115,0.131,0.087,0.85,0.85,0.897,0.66,0.63,0.74
67,0.117,0.133,0.093,0.854,0.849,0.878,0.634,0.636,0.681,0.114,0.13,0.087,0.853,0.847,0.89,0.66,0.63,0.73
68,0.117,0.133,0.094,0.855,0.85,0.878,0.637,0.637,0.681,0.114,0.129,0.088,0.853,0.85,0.89,0.66,0.63,0.73
69,0.12,0.134,0.092,0.855,0.852,0.878,0.636,0.639,0.683,0.113,0.128,0.088,0.853,0.853,0.89,0.66,0.63,0.73
70,0.116,0.131,0.096,0.855,0.85,0.878,0.635,0.634,0.68,0.113,0.127,0.088,0.85,0.853,0.893,0.65,0.63,0.73
71,0.116,0.13,0.094,0.855,0.849,0.879,0.636,0.63,0.679,0.112,0.126,0.087,0.85,0.85,0.89,0.65,0.62,0.72
72,0.116,0.13,0.092,0.857,0.848,0.877,0.64,0.627,0.681,0.112,0.125,0.088,0.85,0.85,0.887,0.65,0.62,0.72
73,0.114,0.128,0.09,0.856,0.851,0.876,0.639,0.635,0.678,0.111,0.125,0.088,0.85,0.853,0.89,0.65,0.64,0.73
74,0.116,0.13,0.093,0.856,0.852,0.876,0.639,0.637,0.678,0.111,0.124,0.088,0.85,0.857,0.89,0.65,0.65,0.73
75,0.117,0.127,0.095,0.856,0.853,0.877,0.639,0.637,0.683,0.111,0.123,0.088,0.85,0.853,0.89,0.65,0.64,0.73
76,0.117,0.126,0.091,0.857,0.852,0.874,0.64,0.631,0.665,0.11,0.122,0.087,0.853,0.857,0.893,0.66,0.63,0.73
77,0.114,0.126,0.093,0.857,0.853,0.875,0.641,0.632,0.667,0.11,0.121,0.087,0.857,0.863,0.897,0.67,0.65,0.73
78,0.117,0.126,0.091,0.857,0.855,0.88,0.642,0.636,0.68,0.109,0.12,0.087,0.857,0.863,0.897,0.67,0.63,0.73
79,0.115,0.13,0.094,0.858,0.855,0.875,0.644,0.636,0.665,0.109,0.12,0.086,0.857,0.863,0.897,0.67,0.63,0.73
80,0.114,0.123,0.091,0.858,0.855,0.874,0.644,0.635,0.666,0.109,0.119,0.087,0.857,0.863,0.893,0.67,0.63,0.72
81,0.111,0.124,0.089,0.859,0.865,0.877,0.647,0.647,0.678,0.108,0.118,0.087,0.85,0.867,0.893,0.65,0.64,0.73
82,0.118,0.125,0.096,0.859,0.865,0.877,0.647,0.647,0.678,0.108,0.118,0.087,0.85,0.867,0.89,0.65,0.64,0.73
83,0.114,0.121,0.089,0.858,0.867,0.878,0.645,0.654,0.68,0.108,0.117,0.087,0.85,0.87,0.893,0.65,0.65,0.74
84,0.112,0.125,0.09,0.858,0.867,0.878,0.645,0.655,0.68,0.107,0.117,0.087,0.85,0.87,0.89,0.65,0.65,0.73
85,0.114,0.121,0.094,0.858,0.865,0.88,0.645,0.651,0.681,0.107,0.116,0.086,0.85,0.867,0.893,0.65,0.65,0.73
86,0.11,0.12,0.091,0.859,0.866,0.884,0.646,0.651,0.695,0.107,0.116,0.086,0.853,0.87,0.897,0.66,0.65,0.74
87,0.113,0.121,0.09,0.859,0.866,0.879,0.645,0.65,0.678,0.107,0.115,0.086,0.85,0.863,0.897,0.65,0.63,0.73
88,0.111,0.121,0.093,0.859,0.868,0.879,0.646,0.656,0.678,0.106,0.114,0.086,0.853,0.867,0.897,0.66,0.64,0.73
89,0.11,0.118,0.09,0.86,0.865,0.882,0.646,0.649,0.692,0.106,0.113,0.087,0.853,0.867,0.89,0.66,0.64,0.73
90,0.11,0.12,0.089,0.86,0.868,0.88,0.646,0.656,0.69,0.106,0.113,0.087,0.853,0.867,0.883,0.66,0.64,0.71
91,0.112,0.117,0.09,0.86,0.868,0.881,0.645,0.657,0.689,0.106,0.112,0.087,0.857,0.87,0.883,0.66,0.65,0.71
92,0.11,0.118,0.092,0.86,0.87,0.882,0.645,0.657,0.692,0.105,0.112,0.086,0.857,0.87,0.887,0.66,0.65,0.72
93,0.111,0.117,0.093,0.86,0.873,0.881,0.646,0.673,0.691,0.105,0.112,0.086,0.86,0.87,0.89,0.66,0.65,0.73
94,0.108,0.115,0.094,0.862,0.873,0.882,0.65,0.673,0.692,0.105,0.111,0.086,0.87,0.87,0.89,0.69,0.65,0.73
95,0.111,0.117,0.094,0.861,0.874,0.882,0.649,0.675,0.695,0.104,0.111,0.086,0.87,0.87,0.893,0.69,0.65,0.74
96,0.112,0.12,0.095,0.862,0.874,0.879,0.65,0.671,0.679,0.104,0.11,0.085,0.87,0.87,0.893,0.69,0.65,0.73
97,0.113,0.118,0.092,0.861,0.873,0.88,0.647,0.666,0.681,0.104,0.11,0.085,0.867,0.87,0.9,0.68,0.65,0.74
98,0.111,0.115,0.092,0.861,0.864,0.879,0.647,0.639,0.678,0.104,0.109,0.085,0.867,0.863,0.9,0.68,0.63,0.74
99,0.109,0.115,0.087,0.861,0.872,0.882,0.647,0.664,0.692,0.104,0.108,0.086,0.867,0.87,0.893,0.68,0.65,0.74
100,0.106,0.113,0.093,0.861,0.872,0.882,0.646,0.664,0.694,0.103,0.108,0.087,0.867,0.87,0.893,0.68,0.65,0.74
101,0.105,0.118,0.089,0.861,0.873,0.881,0.647,0.669,0.692,0.103,0.108,0.087,0.867,0.873,0.89,0.68,0.66,0.73
102,0.111,0.117,0.09,0.862,0.874,0.883,0.647,0.671,0.697,0.103,0.108,0.086,0.867,0.877,0.897,0.68,0.67,0.75
103,0.11,0.113,0.091,0.862,0.876,0.882,0.647,0.676,0.692,0.103,0.107,0.085,0.867,0.877,0.893,0.68,0.67,0.74
104,0.108,0.118,0.091,0.862,0.878,0.882,0.649,0.681,0.694,0.102,0.107,0.085,0.87,0.877,0.893,0.69,0.67,0.74
105,0.108,0.113,0.09,0.863,0.877,0.882,0.646,0.683,0.692,0.102,0.107,0.085,0.87,0.88,0.893,0.68,0.69,0.74
106,0.109,0.114,0.093,0.864,0.877,0.883,0.65,0.681,0.694,0.102,0.106,0.085,0.873,0.88,0.897,0.69,0.69,0.74
107,0.109,0.112,0.09,0.865,0.869,0.882,0.651,0.655,0.692,0.102,0.106,0.084,0.877,0.88,0.897,0.7,0.69,0.74
108,0.105,0.109,0.09,0.864,0.868,0.883,0.65,0.654,0.694,0.101,0.106,0.085,0.877,0.88,0.897,0.7,0.69,0.75
109,0.106,0.112,0.092,0.864,0.868,0.883,0.65,0.652,0.696,0.101,0.105,0.086,0.877,0.88,0.893,0.7,0.68,0.74
110,0.106,0.114,0.09,0.865,0.869,0.883,0.652,0.654,0.696,0.101,0.105,0.085,0.877,0.88,0.893,0.7,0.68,0.74
111,0.105,0.11,0.089,0.865,0.871,0.883,0.654,0.661,0.695,0.101,0.105,0.085,0.877,0.88,0.893,0.7,0.69,0.74
112,0.105,0.113,0.092,0.863,0.871,0.882,0.649,0.661,0.692,0.101,0.105,0.085,0.873,0.88,0.893,0.69,0.69,0.74
113,0.104,0.114,0.091,0.863,0.871,0.882,0.646,0.661,0.691,0.101,0.104,0.085,0.87,0.88,0.893,0.68,0.69,0.74
114,0.108,0.111,0.089,0.863,0.872,0.882,0.649,0.662,0.691,0.101,0.104,0.085,0.873,0.88,0.893,0.69,0.69,0.74
115,0.107,0.111,0.089,0.865,0.87,0.89,0.652,0.657,0.714,0.1,0.103,0.086,0.873,0.877,0.887,0.69,0.68,0.72
116,0.107,0.111,0.09,0.864,0.872,0.883,0.65,0.661,0.692,0.1,0.103,0.085,0.87,0.877,0.893,0.68,0.68,0.74
117,0.109,0.11,0.093,0.865,0.871,0.882,0.654,0.66,0.689,0.1,0.103,0.085,0.87,0.877,0.9,0.68,0.68,0.75
118,0.106,0.11,0.09,0.866,0.872,0.89,0.656,0.659,0.717,0.1,0.102,0.085,0.87,0.877,0.897,0.68,0.68,0.75
119,0.105,0.11,0.094,0.867,0.872,0.89,0.656,0.66,0.719,0.1,0.102,0.085,0.87,0.877,0.897,0.68,0.68,0.75
120,0.105,0.109,0.092,0.867,0.87,0.889,0.656,0.657,0.714,0.1,0.102,0.085,0.87,0.877,0.893,0.68,0.68,0.74
121,0.104,0.111,0.091,0.867,0.87,0.889,0.657,0.656,0.712,0.1,0.102,0.085,0.87,0.877,0.893,0.68,0.68,0.73
122,0.104,0.109,0.086,0.867,0.871,0.89,0.659,0.659,0.714,0.099,0.102,0.085,0.87,0.877,0.893,0.68,0.68,0.73
123,0.108,0.109,0.088,0.867,0.872,0.89,0.656,0.659,0.715,0.099,0.101,0.085,0.87,0.877,0.887,0.68,0.68,0.72
124,0.104,0.112,0.094,0.866,0.872,0.889,0.656,0.66,0.712,0.099,0.101,0.085,0.87,0.88,0.89,0.68,0.69,0.73
125,0.108,0.11,0.091,0.866,0.872,0.889,0.656,0.659,0.712,0.099,0.101,0.085,0.87,0.88,0.893,0.68,0.69,0.73
126,0.106,0.108,0.088,0.867,0.872,0.888,0.657,0.659,0.71,0.099,0.1,0.085,0.87,0.88,0.89,0.68,0.69,0.72
127,0.107,0.108,0.09,0.866,0.872,0.889,0.656,0.659,0.714,0.099,0.101,0.085,0.87,0.88,0.897,0.68,0.69,0.74
128,0.105,0.108,0.089,0.866,0.869,0.888,0.656,0.652,0.706,0.098,0.101,0.085,0.87,0.873,0.9,0.68,0.67,0.74
129,0.103,0.106,0.087,0.866,0.87,0.888,0.656,0.654,0.706,0.098,0.101,0.085,0.87,0.873,0.9,0.68,0.67,0.74
130,0.106,0.109,0.09,0.867,0.869,0.888,0.656,0.655,0.706,0.098,0.1,0.085,0.87,0.873,0.9,0.68,0.68,0.74
131,0.105,0.107,0.09,0.867,0.87,0.889,0.656,0.657,0.709,0.098,0.1,0.084,0.87,0.877,0.9,0.68,0.69,0.74
132,0.1,0.106,0.092,0.865,0.87,0.889,0.651,0.656,0.709,0.098,0.1,0.085,0.87,0.873,0.9,0.68,0.68,0.74
133,0.106,0.105,0.087,0.865,0.87,0.889,0.651,0.657,0.709,0.098,0.1,0.085,0.873,0.877,0.9,0.68,0.69,0.75
134,0.103,0.105,0.09,0.867,0.872,0.889,0.655,0.661,0.709,0.098,0.1,0.085,0.87,0.877,0.903,0.68,0.69,0.75
135,0.103,0.106,0.088,0.866,0.871,0.892,0.654,0.659,0.72,0.098,0.099,0.085,0.87,0.877,0.9,0.68,0.69,0.75
136,0.101,0.107,0.086,0.866,0.872,0.891,0.654,0.66,0.717,0.098,0.099,0.085,0.87,0.883,0.897,0.68,0.7,0.74
137,0.103,0.107,0.089,0.867,0.872,0.891,0.654,0.66,0.717,0.098,0.099,0.085,0.873,0.883,0.893,0.68,0.7,0.73
138,0.104,0.106,0.086,0.865,0.872,0.892,0.65,0.66,0.721,0.097,0.098,0.084,0.873,0.883,0.9,0.68,0.7,0.75
139,0.102,0.104,0.09,0.866,0.87,0.89,0.654,0.657,0.716,0.097,0.099,0.084,0.873,0.88,0.897,0.68,0.7,0.75
140,0.101,0.105,0.088,0.867,0.87,0.89,0.654,0.657,0.717,0.097,0.099,0.084,0.873,0.877,0.9,0.68,0.69,0.75
141,0.103,0.106,0.089,0.866,0.87,0.89,0.654,0.655,0.716,0.097,0.099,0.085,0.87,0.877,0.893,0.68,0.69,0.73
142,0.1,0.105,0.089,0.866,0.87,0.89,0.654,0.655,0.719,0.097,0.099,0.085,0.87,0.877,0.893,0.68,0.69,0.73
143,0.104,0.105,0.091,0.867,0.871,0.889,0.654,0.659,0.717,0.097,0.098,0.085,0.873,0.877,0.897,0.68,0.69,0.74
144,0.102,0.105,0.087,0.866,0.871,0.889,0.654,0.659,0.716,0.097,0.098,0.085,0.873,0.883,0.897,0.68,0.7,0.74
145,0.103,0.106,0.085,0.866,0.872,0.892,0.651,0.66,0.724,0.097,0.098,0.084,0.877,0.883,0.9,0.68,0.7,0.75
146,0.102,0.106,0.087,0.867,0.87,0.891,0.654,0.656,0.721,0.097,0.098,0.085,0.877,0.88,0.897,0.68,0.7,0.74
147,0.105,0.107,0.09,0.868,0.869,0.889,0.656,0.654,0.716,0.097,0.098,0.085,0.877,0.877,0.89,0.68,0.69,0.72
148,0.103,0.104,0.085,0.867,0.869,0.889,0.655,0.654,0.716,0.097,0.098,0.085,0.877,0.877,0.89,0.68,0.69,0.72
149,0.102,0.104,0.09,0.868,0.87,0.893,0.656,0.656,0.724,0.097,0.097,0.084,0.88,0.88,0.9,0.69,0.7,0.75
150,0.101,0.105,0.089,0.868,0.87,0.89,0.656,0.656,0.719,0.097,0.097,0.084,0.88,0.88,0.897,0.69,0.7,0.74
151,0.103,0.102,0.087,0.868,0.869,0.892,0.656,0.654,0.722,0.096,0.097,0.085,0.88,0.877,0.887,0.69,0.69,0.72
152,0.106,0.103,0.087,0.866,0.869,0.89,0.654,0.655,0.719,0.096,0.097,0.085,0.873,0.88,0.897,0.68,0.7,0.74
153,0.101,0.104,0.089,0.867,0.87,0.892,0.655,0.656,0.724,0.096,0.097,0.084,0.873,0.88,0.897,0.68,0.7,0.74
154,0.101,0.107,0.088,0.867,0.871,0.891,0.655,0.657,0.721,0.096,0.097,0.084,0.873,0.883,0.897,0.68,0.7,0.74
155,0.1,0.103,0.089,0.866,0.871,0.892,0.654,0.657,0.722,0.096,0.096,0.084,0.873,0.883,0.9,0.68,0.7,0.75
156,0.1,0.103,0.086,0.866,0.871,0.892,0.654,0.657,0.725,0.096,0.096,0.084,0.873,0.883,0.9,0.68,0.7,0.75
157,0.102,0.103,0.088,0.865,0.869,0.89,0.651,0.654,0.717,0.096,0.096,0.085,0.873,0.88,0.89,0.68,0.7,0.72
158,0.103,0.103,0.089,0.866,0.869,0.891,0.654,0.654,0.722,0.096,0.097,0.084,0.877,0.877,0.897,0.69,0.69,0.74
159,0.1,0.104,0.089,0.867,0.868,0.891,0.656,0.652,0.721,0.096,0.097,0.084,0.877,0.873,0.897,0.69,0.68,0.74
160,0.104,0.101,0.091,0.866,0.868,0.891,0.655,0.652,0.721,0.096,0.097,0.083,0.877,0.873,0.9,0.69,0.68,0.75
161,0.1,0.104,0.087,0.865,0.868,0.892,0.652,0.652,0.721,0.096,0.097,0.083,0.873,0.87,0.897,0.68,0.68,0.74
162,0.103,0.108,0.09,0.865,0.868,0.891,0.652,0.652,0.721,0.096,0.097,0.084,0.873,0.873,0.893,0.68,0.69,0.73
163,0.101,0.103,0.09,0.866,0.868,0.892,0.654,0.652,0.722,0.096,0.096,0.084,0.873,0.877,0.897,0.68,0.69,0.74
164,0.101,0.104,0.085,0.865,0.868,0.89,0.654,0.651,0.719,0.096,0.096,0.083,0.877,0.87,0.9,0.69,0.67,0.75
165,0.101,0.102,0.086,0.866,0.868,0.892,0.655,0.651,0.722,0.095,0.096,0.084,0.877,0.87,0.897,0.69,0.67,0.74
166,0.101,0.102,0.089,0.866,0.868,0.891,0.654,0.651,0.722,0.095,0.096,0.084,0.873,0.87,0.893,0.68,0.67,0.73
167,0.102,0.102,0.085,0.866,0.868,0.89,0.654,0.652,0.717,0.095,0.096,0.084,0.873,0.87,0.89,0.68,0.68,0.72
168,0.1,0.104,0.088,0.866,0.869,0.89,0.654,0.656,0.717,0.095,0.096,0.084,0.873,0.877,0.89,0.68,0.7,0.72
169,0.104,0.099,0.083,0.866,0.869,0.89,0.654,0.656,0.717,0.095,0.096,0.085,0.873,0.877,0.89,0.68,0.7,0.72
170,0.099,0.103,0.086,0.858,0.868,0.888,0.629,0.652,0.715,0.095,0.096,0.085,0.873,0.87,0.89,0.68,0.68,0.72
171,0.102,0.102,0.087,0.858,0.868,0.89,0.629,0.652,0.719,0.095,0.096,0.085,0.873,0.87,0.89,0.68,0.68,0.72
172,0.101,0.102,0.089,0.86,0.869,0.889,0.632,0.655,0.714,0.095,0.096,0.084,0.877,0.87,0.89,0.69,0.68,0.72
173,0.096,0.107,0.086,0.86,0.868,0.891,0.632,0.654,0.72,0.095,0.096,0.084,0.877,0.873,0.897,0.69,0.69,0.74
174,0.105,0.099,0.087,0.86,0.868,0.89,0.632,0.652,0.72,0.095,0.096,0.085,0.877,0.87,0.897,0.69,0.68,0.74
175,0.1,0.102,0.088,0.86,0.868,0.888,0.632,0.654,0.715,0.095,0.096,0.086,0.877,0.867,0.89,0.69,0.67,0.72
176,0.1,0.102,0.087,0.86,0.868,0.889,0.631,0.651,0.716,0.095,0.096,0.085,0.877,0.867,0.89,0.69,0.67,0.72
177,0.101,0.1,0.089,0.86,0.868,0.891,0.631,0.651,0.72,0.095,0.095,0.085,0.877,0.87,0.89,0.69,0.68,0.72
178,0.098,0.101,0.088,0.861,0.868,0.89,0.635,0.651,0.722,0.095,0.095,0.085,0.877,0.867,0.9,0.69,0.67,0.75
179,0.099,0.101,0.085,0.86,0.868,0.892,0.634,0.651,0.724,0.095,0.095,0.084,0.877,0.867,0.9,0.69,0.67,0.75
180,0.103,0.098,0.085,0.86,0.867,0.892,0.631,0.651,0.722,0.095,0.096,0.084,0.877,0.87,0.9,0.69,0.68,0.75
181,0.1,0.101,0.091,0.86,0.867,0.892,0.631,0.651,0.722,0.095,0.096,0.084,0.877,0.87,0.897,0.69,0.68,0.74
182,0.102,0.098,0.084,0.862,0.867,0.891,0.634,0.651,0.721,0.094,0.096,0.084,0.88,0.87,0.89,0.7,0.68,0.72
